,url,title,subtitle,content,datetime,tag
Первая голландская колония в Южной Африке с центром в городе Кейптауне. Впоследствии земли перешли англичанам. рабы получали отпуск только в этот праздник. Местные усердно готовились к торжеству и специально готовили еду заранее. Впоследствии блюдо стало традиционным и на Рождество.Что подаритьФото: freepik / FreepikЕлочные игрушкиВсегда актуально, ведь чем богаче коллекция игрушек, тем приятнее украшать елку. Тем более что стеклянные изделия время от времени бьются. Такой подарок можно персонализировать: сделать самостоятельно, раскрасить или же просто подписать.СвечаИдеальный подарок для самого темного времени года. Можно выбрать ароматизированную, но нюансы желательно оговорить с получателем презента заранее. Одним нравятся свечи из линейки товаров парфюмерных брендов, другие любят гастрономические ароматы вроде ванили или корицы, а третьим важно, чтобы не пахло вообще ничем.ПанеттонеПанеттоне — это традиционный итальянский рождественский хлеб с фруктами и орехами. Он символизирует изобилие и радость, что идеально соответствует духу Рождества. Выпечку можно найти в самых разных вариантах: без начинки, с орехами и с цукатами.","00:27, 25 декабря 2024",Россия
8,https://lenta.ru/news/2024/12/24/kalashnikov-postavil-zakazchiku-takticheskie-perchatki/,«Калашников» поставил заказчику тактические перчатки,«Калашников» поставил заказчику партию огнестойких тактических перчаток,"Концерн «Калашников» поставил заказчику партию огнестойких тактических перчаток, защищающих руки от огня и механических воздействий. Об этом сообщила пресс-служба концерна.«ООО ""Триада-ТКО"" (концерн ""Калашников"") отгрузило большую партию тактических перчаток в адрес заказчика. Они являются частью новой системы защиты рук от механических воздействий, а также воздействия пламени и предназначены для использования в теплую и жаркую погоду», — говорится в сообщении.В концерне отметили, что изделие адаптировано для работы с оружием и гаджетами, а материалы перчаток не плавятся и не пригорают к поверхностям под влиянием высоких температур.Материалы по теме:Российские бойцы в зоне СВО массово улучшают свое оружие.Как тюнинг делает его тише, удобнее и смертоноснее?17 ноября 2023Универсальный солдат.Как в России защищают бойцов и создают для них экипировку солдат будущего20 октября 2023Перчатки изготовлены из натуральной кожи и негорючего трикотажа. Для работы с сенсорными устройствами в них интегрировали технологию Touch Screen. Также изделие получило регуляторы объема запястья на ленте-липучке и петли для размещения перчаток на снаряжении.Ранее в декабре стало известно, что «Триада-ТКО» поставила новые комплекты обмундирования и снаряжения, включая комплект ВКПО 3.2, заказчику для войсковых испытаний в условиях пустынного и арктического климата.","00:27, 25 декабря 2024",Наука и техника
9,https://lenta.ru/news/2024/12/25/tigr-rasterzal-pensionerku/,Тигр растерзал пенсионерку,"В Индии тигр съел пенсионерку, которая работала в поле","Тигр напал на жительницу Индии и растерзал ее. Об этом сообщает Times of India.Трагедия произошла в понедельник, 23 января, недалеко от лесного массива Кавитпет в штате Махараштра. 60-летняя женщина работала на своем поле, когда на нее набросился тигр. Других людей, которые могли бы ей помочь, рядом не оказалось. К тому времени, когда тело нашли, хищник успел частично его съесть.По словам представителей департамента лесного хозяйства, нападение произошло около четырех часов дня. Незадолго до этого патрульные группы распространили предупреждение, что неподалеку замечен тигр. В отличие от других фермеров, пенсионерка проигнорировала их слова.Материалы по теме:«Я вырвала сына из пасти леопарда»Дикие звери приходят в индийскую деревню и калечат людей. Даже дети берут в руки топоры13 января 2021Самый страшный зверьБегемот-каннибал и кровавый фестиваль на лучших снимках дикой природы12 сентября 2019К вечеру в окрестностях были установлены камеры-ловушки для наблюдения за передвижениями тигра. Также было усилено патрулирование.Это 29-й случай нападения диких животных со смертельным исходом в округе Чандрапур в этом году, причем виновниками большинства инцидентов были тигры.Ранее в Индии тигр растерзал пожилую женщину в национальном парке Панна, штат Мадхья-Прадеш. Он схватил 65-летнюю Фулию Бай и утащил в лес на глазах у ее подруг.","00:27, 25 декабря 2024",Из жизни
10,https://lenta.ru/news/2024/12/25/v-rossii-prizvali-otkazatsya-ot-santa-klausa-na-novogodnih-tovarah/,В России призвали отказаться от Санта-Клауса,В России призвали отказаться от образа Санта-Клауса на новогодних товарах,"В России призвали отказаться от образов Санта-Клауса и оленя Рудольфа на новогодних товарах. С таким предложением выступил председатель Ассоциации производителей детских товаров, работ и услуг Михаил Ветров, передает RT.«В предновогодние дни мы сталкиваемся с огромным количеством предметов, изображающих Санта-Клауса, американских рождественских оленей, с надписями Christmas, Happy New Year и так далее. Прошу Вас оценить возможность выпуска инструкций для розничной торговли, в которых будет указание отдавать приоритет поддержанию отечественных новогодних персонажей», — сказал он в обращении на имя главы Минпромторга РФ Антона Алиханова.Он также отметил, что товары с изображением Санта-Клауса продвигают иностранную культуру в России, из-за чего многие дети начинают отдавать предпочтение «западному пантеону» вместо Дедов Морозов и Снегурочек. По мнению Ветрова, это негативно сказывается на процессе защиты российской культуры.До этого россиянам объяснили разницу между Николаем Чудотворцем и Санта-Клаусом. Отмечается, что в православии святой Николай Чудотворец не является исполнителем желаний, что отличает его от образа Санта-Клауса.","00:36, 25 декабря 2024",Россия
11,https://lenta.ru/news/2024/12/25/v-rossii-razrabotayut-novuyu-platformu-po-kontrolyu-za-perevodami-grazhdan/,В России разработают новую платформу по контролю за переводами граждан,РБК: ЦБ разработает новую платформу по контролю за переводами россиян,"Центробанк (ЦБ) совместно с Росфинмониторингом, банками и экспертами разрабатывает новую платформу, которая позволит централизованно передавать в кредитные организации сведения о подозрительных операциях физлиц для блокировки их активности. Об этом РБК сообщил глава Службы финансового мониторинга и валютного контроля ЦБ Богдан Шабля.Речь идет о клиентах-дропах, которые предоставляют свои банковские карты для обналичивания денежных средств или совершения переводов в пользу теневого бизнеса или прочих незаконных операций.Отмечается, что Банк России уже наладил процедуры онлайн-контроля за транзакциями физлиц с отдельными кредитными организациями, но регулятор может доводить информацию о дропах лишь до того банка, клиентами которого они являются.«Один дроп открывает счета сразу во многих банках, и поэтому возникает потребность как в централизации наших данных, так и в централизованном доведении информации до всех кредитных организаций. Как это сделать? Пока вопрос находится в проработке», — указал Шабля.Материалы по теме:«Светлое будущее может не наступить»На российском рынке недвижимости созрел пузырь. Что будет с ценами на квартиры?6 декабря 2024Падение Европы, сильный юань и конец доллара.Какие испытания обрушатся на экономику мира в 2025 году? 17 декабря 2024Данная система позволит кредитным организациям пользоваться данными и принимать превентивные меры по недопуску дропов к открытию карт или ограничению ряда банковских продуктов, добавил он.Ранее в ЦБ проинформировали, что в третьем квартале 2024 года мошенники похитили со счетов россиян 9,3 миллиарда рублей, чуть больше 40 процентов из которых пришлось на онлайн-банкинг и переводы, хотя до этого самыми масштабными были потери по операциям с использованием карт.","00:37, 25 декабря 2024",Экономика
12,https://lenta.ru/news/2024/12/25/na-ukraine-prizvali-zhdat-syurprizov-ot-peregovorov/,На Украине призвали ждать сюрпризов от переговоров,"Политолог Бондаренко: переговоры по Украине пройдут в три этапа, будут сюрпризы","Украину ждет множество сюрпризов в ходе переговоров по урегулированию конфликта. Об этом заявил украинский политолог Константин Бондаренко в эфире Youtube-канала UkrLife.Он считает, что переговоры пройдут в три этапа. На первом США обсудят разрешение конфликта с Россией, на втором — с Украиной. Третьим этапом, по мнению Бондаренко, станут переговоры Киева и Москвы.При этом он допустил, что власти США могут пригрозить Украине лишить ее финансирования и военной помощи, а также потребовать провести президентские и парламентские выборы в стране. «Поэтому, я думаю, что в этом отношении нас ждет еще большое количество сюрпризов», — заключил политолог.Ранее советник главы офиса Владимира Зеленского Сергей Лещенко заявил, что Украина понимает неизбежность переговоров с Россией. При этом он подчеркнул, что на них Киев должен быть сильным.","00:48, 25 декабря 2024",Бывший СССР
13,https://lenta.ru/news/2024/12/25/gladkov-prokommentiroval-sluhi-o-prodazhe-vzryvchatki-pod-vidom-pirotehniki/,Гладков прокомментировал слухи о продаже взрывчатки под видом пиротехники,Гладков: у меня нет информации о продаже взрывчатки под видом пиротехники,"Губернатор Белгородской области Вячеслав Гладков прокомментировал слухи о том, что в регионе под видом пиротехники продают взрывчатку, заявив, что у него нет подобной информации. Об этом он сообщил в своем Telegram-канале.«Очень много ложной информации, которую враги распространяют. Но бдительность, она, конечно, важна. Мы стараемся максимально контролировать этот процесс, и, с моей точки зрения, это главная возможность контролировать и угрозу, которая может возникнуть. Поэтому будьте бдительны», — сказал он.Глава региона подчеркнул, что в Белгородской области продолжает действовать запрет на продажу петард и пиротехнических изделий, как и на их использование в новогодние праздники. «Мы будем пускать с вами салюты после победы над врагом», — добавил Гладков.Ранее губернатор Белгородской области пообещал наказывать чиновников, которые не выполняют обещания по ремонту пострадавших от обстрелов жилых домов. «К сожалению, буду принимать уже меры дисциплинарного взыскания для того, чтобы вы, наконец, все поняли, что обманывать людей категорически недопустимо», — сказал он.","00:50, 25 декабря 2024",Россия
14,https://lenta.ru/news/2024/12/25/politolog-zayavil-o-veroyatnom-zhelanii-maska-uluchshit-otnosheniya-s-rossiey/,Политолог заявил о вероятном желании Маска улучшить отношения с Россией,Политолог Расмуссен: Маск будет только рад улучшить отношения с Россией,"Американский предприниматель Илон Маск может быть открыт к попытке прекратить вооруженный конфликт на Украине и улучшить отношения с Россией. Он этом заявил в разговоре с «Известиями» политолог, подполковник армии США в отставке Эрл Расмуссен.По его мнению, бизнесмен понимает, что «он очень сильный в научно-технической и исследовательской сфере». В связи с этим Расмуссен допустил, что Маск «будет только рад», если отношения с Россией наладятся.Кроме того, Расмуссен напомнил, что миллиардер перестал помогать Украине. «Он пытается помогать, прокладывает правильный путь избранному президенту Дональду Трампу», — добавил собеседник издания.В октябре SpaceX объявила, что прекращает финансировать обслуживание Starlink на Украине. Владелец компании Илон Маск предложил Пентагону взять оплату спутникового интернета на себя, но затем передумал и завил, что продолжит финансирование.","00:55, 25 декабря 2024",Мир
15,https://lenta.ru/news/2024/12/25/v-kieve-razdalis-vzryvy/,В Киеве раздались взрывы,«Страна.ua»: в Киеве прогремели взрывы,"В Киеве прогремели взрывы. Об этом сообщает украинское издание «Страна.ua» в Telegram-канале.Где именно они произошли, не уточняется. Причина взрывов неизвестна. Отмечается, что в соцсетях появилась информация о работе ПВО в городе.Вечером 24 декабря стало известно, что в Киевской области пятый раз за сутки объявили воздушную тревогу. Кроме того, сирены звучали в Полтавской, Сумской, Кировоградской, Черкасской и Черниговской областях.Незадолго до этого сообщалось о взрыве в Сумах.","00:59, 25 декабря 2024",Бывший СССР
16,https://lenta.ru/news/2024/12/25/zamglavy-roskosmosa-obvinili-v-poluchenii-vzyatki/,Замгендиректора «Роскосмоса» обвинили в получении взятки,«Ъ»: замгендиректора «Роскосмоса» Олега Фролова обвинили в получении взяток,"Заместителя гендиректора по реализации государственной программы вооружения «Роскосмоса» Олега Фролова обвинили в получении взяток. Об этом пишет «Коммерсантъ».Согласно имеющейся информации, обвинения были выдвинуты в рамках уголовного дела о хищении 435 миллионов рублей при создании барокомплекса для проведения испытаний в космической, авиационной и атомной отраслях.Отмечается, что в связи с новыми обстоятельствами срок расследования продлили до полутора лет. Размер взяток в статье не раскрывается.Ранее стало известно о задержании Олега Фролова. В СК сообщили, что Фролову, а также индивидуальному предпринимателю и представителю коммерческой организации предъявили обвинение в мошенничестве в крупном размере.","01:01, 25 декабря 2024",Силовые структуры
17,https://lenta.ru/news/2024/12/25/populyarnaya-43-letnyaya-aktrisa-pohvastalas-figuroy-v-yarkom-bikini/,Популярная 43-летняя актриса похвасталась фигурой в ярком бикини,43-летняя актриса Бланка Бланко похвасталась фигурой в ярко-красном бикини,"Популярная американская актрисе Бланка Бланко похвасталась фигурой в откровенном виде. Соответствующие снимки оказались в распоряжении журналистов издания Daily Mail.На размещенных кадрах 43-летняя звезда детектива «Слежка» запечатлена в ярко-красном бикини, состоящем из бюстгальтера с треугольными чашками и плавок с завязками на талии. Также можно заметить, что изделие оформлено серебристыми кольцами.В разговоре с редакторами портала знаменитость раскрыла секрет идеальной формы. Так, Бланко призналась, что ест продукты с повышенным содержанием углеводов один раз в неделю. «Мой организм не привык к большому количеству углеводов, но полностью отказаться от них сложно. Поэтому, когда я ем углеводы раз в неделю, мой организм их быстро перерабатывает», — объяснила собеседница издания.Ранее сообщалось, что известная британская актриса и продюсер Наоми Уоттс станцевала в нижнем белье в рекламе своего бренда уходовой косметики Stripes Beauty.","01:01, 25 декабря 2024",Ценности
18,https://lenta.ru/news/2024/12/25/novuyu-taktiku-ispolzovaniya-dronov-protiv-vsu-snyali-na-video/,Новую тактику использования дронов против ВСУ сняли на видео,Удар дрона из засады по технике ВСУ попал на видео,"



Удар дрона по технике Вооруженных сил Украины (ВСУ) попал на видео. Кадры применения новой тактики использования беспилотников опубликовал военный эксперт Борис Рожин в своем Telegram-канале.Он указал, что управляемый по оптоволоконному кабелю дрон российских войск ударил по транспорту противника из засады. На кадрах видно, как оператор поднимает беспилотник в воздух, только когда на камеру попал автомобиль ВСУ.В ноябре генеральный директор научно-производственного центра «Ушкуйник» Алексей Чадаев сообщил, что оптоволоконный дрон-камикадзе «Князь Вандал Новгородский» запущен в серийное производство. По его словам, военнослужащие положительно отзываются об аппарате.","01:22, 25 декабря 2024",Бывший СССР
19,https://lenta.ru/news/2024/12/25/putin-nazval-nadezhnogo-soyuznika-rossii/,Путин назвал надежного союзника России,Путин: Таджикистан — надежный союзник России,"Президент России Владимир Путин назвал Таджикистан надежным союзником Москвы. Об этом он заявил в ходе встречи с президентом Таджикистана Эмомали Рахмоном.«Таджикистан — наш надежный союзник и хороший экономический партнер. Российская Федерация занимает первое место среди торгово-экономических партнеров Таджикистана, второе место по объему инвестиций», — сказал Путин.Он также отметил, что отношения Москвы и Душанбе являются «конструктивными» и «доверительными», добавив, что они развиваются хорошими темпами.Ранее в комплексе «Игора» Ленинградской области прошли переговоры Путина и Рахмона. В ходе встречи они затронули тему развития двухсторонних отношений в политической, торгово-экономической и других сферах.","01:32, 25 декабря 2024",Россия
20,https://lenta.ru/news/2024/12/25/v-rossii-predlozhili-uvelichit-srok-remonta-mashin-po-osago-v-2025-godu/,В России захотели увеличить срок ремонта машин по ОСАГО,Глава РСА Уфимцев: увеличение срока ремонта по ОСАГО поможет чинить больше машин,"Увеличение срока ремонта автомобиля по полису ОСАГО до 45 дней — хорошая идея, но этого недостаточно, чтобы «вылечить рынок». Об этом заявил глава Российского союза автостраховщиков (РСА) Евгений Уфимцев в интервью «Известиям».Он отметил, что эта мера позволит ремонтировать примерно в два раза больше машин. Уфимцев пояснил, что сейчас сроки поставки запчастей увеличены и составляют от трех недель до нескольких месяцев, в связи с чем восстановление автомобилей затягивается.Он добавил, что изначально рассматривалась возможность выделения срока поставки запчастей из времени ремонта, но в итоге страховщики пришли к такому компромиссу. «Я думаю, в начале следующего года состоится второе чтение соответствующего законопроекта и в 2025-м срок ремонта по ОСАГО уже могут увеличить до 45 дней», — считает глава РСА.Ранее в России предложили в шесть раз увеличить штраф для автомобилистов за езду без полиса ОСАГО до 5 тысяч рублей. Инициативу поддержали в правительстве России и МВД.","01:46, 25 декабря 2024",Экономика
21,https://lenta.ru/news/2024/12/25/v-ssha-otsenili-serieznost-namereniy-trampa-priobresti-grenlandiyu/,В США оценили серьезность намерений Трампа приобрести Гренландию,New York Post: Трамп всерьез настроен на покупку Гренландии и Панамского канала,"Избранный президент Соединенных Штатов Америки Дональд Трамп всерьез настроен на покупку Гренландии и Панамского канала. Такую оценку намерениям политика дали газете New York Post информированные источники.«Президент серьезен на сто процентов», — подтвердил один из собеседников издания.Как утверждает другой источник New York Post, Трамп верит, что «те империи, которые не растут, начинают рушиться». Он отметил, что республиканец «благоволит» бывшим президентам США, которые проводили экспансии на континенте и способствовали расширению территории страны.«Он знает, что это наследие, которое не может быть искажено или отнято политической оппозицией», — объяснил собеседник газеты.Ранее Трамп написал в соцсети, что «в целях национальной безопасности и свободы во всем мире Соединенные Штаты Америки считают контроль над Гренландией абсолютной необходимостью». До этого с призывом «купить» Гренландию к республиканцу обратился бывший глава аппарата Совета национальной безопасности Белого дома Александр Грэй.","01:53, 25 декабря 2024",Мир
22,https://lenta.ru/news/2024/12/25/v-rossii-perevypolnili-plan-po-stroitelstvu-dorog/,В России перевыполнили план по строительству дорог,Хуснуллин: в России перевыполнили план по строительству и реконструкции дорог ,"В России перевыполнили план по строительству и реконструкции дорог в рамках национального проекта «Безопасные качественные дороги». Об этом на совещании заявил вице-премьер РФ Марат Хуснуллин, передают «Известия».«При плановом показателе 50 процентов региональных дорог в нормативе мы выполнили 54,8 процента», — сказал он. По его словам, это позволило отремонтировать дополнительные 25 тысяч километров дорог.Вице-премьер подчеркнул, что дороги в 105 крупнейших городских агломерациях страны — 98 тысяч километров — удалось привести в нормативное состояние. При этом на 20 процентов снизилась аварийность, несмотря на рост интенсивности движения на трассах на 52 процента и рост автомобилизации на девять процентов с 2018 года.Ранее Хуснуллин оценил влияние строительства трассы вокруг Азовского моря. По его словам, новая кольцевая дорога сократит время пути вокруг Азовского моря на пять часов, а пропускная способность вырастет в три раза.","01:54, 25 декабря 2024",Россия
23,https://lenta.ru/news/2024/12/25/vnezapno-broshennoy-muzhem-v-prazdniki-zhenschine-dali-sovet/,Внезапно брошенной мужем в праздники женщине дали совет,,"Психотерапевт Филиппа Перри дала совет женщине, которую перед новогодними праздниками бросил муж. Письмо читательницы и ответ специалистки опубликовало издание The Guardian.По словам автора письма, она заметила перемену в поведении мужа в конце прошлого года. «Когда я спросила, что случилось, он напомнил, что пару месяцев назад я завела разговор о разводе, и теперь он не может выбросить это из головы. Я не хотела развода, а просто пыталась сказать о своих чувствах — тогда он начал пренебрегать мной из-за своей одержимости похудением, а до того был моим лучшим другом и партнером», — рассказывает женщина.Вскоре после этого разговора муж ушел и прислал женщине письмо, в котором напомнил о ее словах о разводе и сказал, что хочет расстаться. Затем супруг вернулся, но вел себя отстраненно и на вопросы о будущем отношений отвечал уклончиво. Впоследствии автор письма узнала, что супруг завел роман с коллегой, и выгнала его из дома. С тех пор они не общались.Теперь он игнорирует меня, меня как будто не существует. Как этот мужчина превратился из любящего мужа, который сделал бы для меня все (я была для него всем миром и он для меня) в человека, которого я не узнаю? Со мной не общается его семья, сильно пострадали наши дети. Мне нужна ясность и понимание того, почему это произошло, но я также осознаю, что вряд ли когда-нибудь узнаю правдуВ ответ Перри предположила, что на момент расставания муж уже переживал кризис. «Его попытка получить контроль посредством чрезмерных физических упражнений могла быть механизмом преодоления трудностей, способом избежать чувства бессилия перед лицом собственных эмоций. Или, возможно, он пытался быть привлекательным для новой женщины», — предположила психотерапевт.Перри добавила, что отстраненное поведение могло объясняться нежеланием признаваться в своей тайной жизни, потому что он не хотел выглядеть плохим человеком и пытался переложить вину за кризис в отношениях на жену.Материалы по теме:Как пережить развод?Советы психологов, которые помогут справиться с расставанием4 октября 2022«Две женщины подарят мужчине больше любви»Истории российских семей, которые выбрали многоженство14 сентября 2022«Позвольте себе отгоревать не только из-за развода, но и из-за мужчины, которого, как вы думали, вы знали, и жизни, которая, как вы думали, у вас была. Это время для вас, необходимое, чтобы вернуть себе свою жизнь и свое самоощущение, начать строить будущее, основанное на ваших собственных потребностях и желаниях», — написала специалистка. Она также призвала автора письма не пытаться разобраться в поведении мужа и не думать, что ее слова как-то повлияли на его решение.Ранее Перри дала совет пожилой женщине, испугавшейся сильной влюбленности в старого друга. Психотерапевт отметила, что нормально чувствовать смесь волнения и страха, вступая в новые значимые отношения, особенно те, которые не похожи на прошлые романы.","02:01, 25 декабря 2024",Забота о себе
24,https://lenta.ru/news/2024/12/25/uchitel-popalsya-na-s-emke-video-pod-yubkami-u-13-letnih-uchenits/,Учитель попался на съемке видео под юбками у 13-летних учениц,,"В Гонконге учитель попал в тюрьму на полгода за незаконную съемку школьниц. Об этом сообщает South China Morning Post.26-летнего Чаня Юэтхака судили за преступления, совершенные в январе и феврале. Следствие установило, что он снимал видео под юбками учениц, когда те отвечали у доски. Всего от его действий пострадали четыре школьницы в возрасте 13 лет. Одну из них Юэтхак снял дважды.В судебных документах сказано, что учитель проводил съемку, присаживаясь позади отвечавших учениц и делая вид, что уронил мел или завязывает шнурок. Ученица на одном из уроков заметила странное поведение Юэтхака.Материалы по теме:«По закону или по понятиям?»Обвиненный в педофилии знаток «Что? Где? Когда?» вновь вернулся в игру. Почему он избежал наказания?5 апреля 2021«Пригласил в гости, чтобы исправить оценку»Как российский учитель безнаказанно совращал и спаивал своих учеников26 мая 2022Во вторник, 24 декабря, мужчину приговорили к шести месяцам заключение по пяти пунктам обвинения. При этом судья отметил, что в случае Юэтхака имеется «достаточно высокая вероятность» повторных правонарушений такого же характера.Ранее сообщалось, что сотрудника Министерства финансов Японии арестовали за съемку фото под юбкой у 20-летней девушки. Мужчина сфотографировал нижнее белье девушки, которая ехала на эскалаторе перед ним","02:01, 25 декабря 2024",Из жизни
